id_anneau,id_secteur,pk,z_tn,z_base_tunnel,z_voute_tunnel
695,1,1041.0,48.39,18.47,27.47
696,1,1042.5,48.37,18.47,27.47
697,1,1044.0,48.36,18.46,27.46
698,1,1045.5,48.34,18.45,27.45
699,1,1047.0,48.33,18.44,27.44
700,1,1048.5,48.31,18.43,27.43
701,1,1050.0,48.29,18.43,27.43
702,1,1051.5,48.28,18.42,27.42
703,1,1053.0,48.26,18.41,27.41
704,1,1054.5,48.25,18.41,27.41
705,1,1056.0,48.23,18.4,27.4
706,1,1057.5,48.22,18.4,27.4
707,1,1059.0,48.2,18.39,27.39
708,1,1060.5,48.19,18.39,27.39
709,1,1062.0,48.18,18.39,27.39
710,1,1063.5,48.16,18.38,27.38
711,1,1065.0,48.15,18.38,27.38
712,1,1066.5,48.14,18.38,27.38
713,1,1068.0,48.12,18.38,27.38
714,1,1069.5,48.11,18.38,27.38
715,1,1071.0,48.1,18.38,27.38
716,1,1072.5,48.09,18.38,27.38
717,1,1074.0,48.07,18.38,27.38
718,1,1075.5,48.06,18.38,27.38
719,1,1077.0,48.05,18.38,27.38
720,1,1078.5,48.04,18.39,27.39
721,1,1080.0,48.03,18.39,27.39
722,1,1081.5,48.02,18.39,27.39
723,1,1083.0,48.01,18.4,27.4
724,2,1084.5,48.0,18.4,27.4
725,2,1086.0,47.99,18.41,27.41
726,2,1087.5,47.98,18.42,27.42
727,2,1089.0,47.98,18.43,27.43
728,2,1090.5,47.97,18.43,27.43
729,2,1092.0,47.96,18.44,27.44
730,2,1093.5,47.95,18.45,27.45
731,2,1095.0,47.95,18.46,27.46
732,2,1096.5,47.94,18.48,27.48
733,2,1098.0,47.94,18.49,27.49
734,2,1099.5,47.93,18.5,27.5
735,2,1101.0,47.93,18.51,27.51
736,2,1102.5,47.92,18.53,27.53
737,2,1104.0,47.92,18.54,27.54
738,2,1105.5,47.92,18.56,27.56
739,2,1107.0,47.92,18.58,27.58
740,2,1108.5,47.91,18.59,27.59
741,2,1110.0,47.91,18.61,27.61
742,2,1111.5,47.91,18.63,27.63
743,2,1113.0,47.91,18.65,27.65
744,2,1114.5,47.91,18.67,27.67
745,2,1116.0,47.91,18.69,27.69
746,2,1117.5,47.91,18.72,27.72
747,2,1119.0,47.92,18.74,27.74
748,2,1120.5,47.92,18.76,27.76
749,2,1122.0,47.92,18.79,27.79
750,2,1123.5,47.92,18.81,27.81
751,2,1125.0,47.93,18.84,27.84
752,2,1126.5,47.93,18.87,27.87
753,2,1128.0,47.94,18.9,27.9
754,2,1129.5,47.94,18.92,27.92
755,2,1131.0,47.95,18.95,27.95
756,2,1132.5,47.96,18.98,27.98
757,2,1134.0,47.97,19.02,28.02
758,2,1135.5,47.97,19.05,28.05
759,2,1137.0,47.98,19.08,28.08
760,2,1138.5,47.99,19.12,28.12
761,2,1140.0,48.0,19.15,28.15
762,2,1141.5,48.01,19.19,28.19
763,2,1143.0,48.03,19.22,28.22
764,2,1144.5,48.04,19.26,28.26
765,2,1146.0,48.05,19.3,28.3
766,2,1147.5,48.06,19.34,28.34
767,2,1149.0,48.08,19.38,28.38
768,2,1150.5,48.09,19.42,28.42
769,2,1152.0,48.11,19.46,28.46
770,2,1153.5,48.12,19.5,28.5
771,2,1155.0,48.14,19.54,28.54
772,2,1156.5,48.16,19.58,28.58
773,2,1158.0,48.17,19.63,28.63
774,2,1159.5,48.19,19.67,28.67
775,2,1161.0,48.21,19.72,28.72
776,2,1162.5,48.23,19.77,28.77
777,2,1164.0,48.25,19.81,28.81
778,2,1165.5,48.27,19.86,28.86
779,2,1167.0,48.29,19.91,28.91
780,2,1168.5,48.31,19.96,28.96
781,2,1170.0,48.34,20.01,29.01
782,2,1171.5,48.36,20.06,29.06
783,2,1173.0,48.38,20.11,29.11
784,2,1174.5,48.41,20.16,29.16
785,2,1176.0,48.43,20.22,29.22
786,2,1177.5,48.46,20.27,29.27
787,2,1179.0,48.48,20.33,29.33
788,2,1180.5,48.51,20.38,29.38
789,2,1182.0,48.54,20.44,29.44
790,2,1183.5,48.57,20.49,29.49
791,2,1185.0,48.59,20.55,29.55
792,2,1186.5,48.62,20.61,29.61
793,2,1188.0,48.65,20.66,29.66
794,2,1189.5,48.68,20.72,29.72
795,2,1191.0,48.71,20.78,29.78
796,2,1192.5,48.74,20.84,29.84
797,2,1194.0,48.78,20.9,29.9
798,2,1195.5,48.81,20.96,29.96
799,2,1197.0,48.84,21.02,30.02
800,2,1198.5,48.87,21.08,30.08
801,2,1200.0,48.91,21.15,30.15
802,2,1201.5,48.94,21.21,30.21
803,2,1203.0,48.98,21.27,30.27
804,2,1204.5,49.01,21.34,30.34
805,2,1206.0,49.05,21.4,30.4
806,2,1207.5,49.09,21.46,30.46
807,2,1209.0,49.12,21.53,30.53
808,2,1210.5,49.16,21.59,30.59
809,2,1212.0,49.2,21.66,30.66
810,2,1213.5,49.24,21.72,30.72
811,2,1215.0,49.28,21.79,30.79
812,2,1216.5,49.31,21.86,30.86
813,2,1218.0,49.35,21.92,30.92
814,2,1219.5,49.39,21.99,30.99
815,2,1221.0,49.43,22.06,31.06
816,2,1222.5,49.48,22.13,31.13
817,2,1224.0,49.52,22.19,31.19
818,2,1225.5,49.56,22.26,31.26
819,2,1227.0,49.6,22.33,31.33
820,2,1228.5,49.64,22.4,31.4
821,2,1230.0,49.69,22.47,31.47
822,2,1231.5,49.73,22.54,31.54
823,2,1233.0,49.77,22.61,31.61
824,2,1234.5,49.82,22.67,31.67
825,2,1236.0,49.86,22.74,31.74
826,2,1237.5,49.9,22.81,31.81
827,2,1239.0,49.95,22.88,31.88
828,2,1240.5,49.99,22.95,31.95
829,2,1242.0,50.04,23.02,32.02
830,2,1243.5,50.09,23.09,32.09
831,2,1245.0,50.13,23.16,32.16
832,2,1246.5,50.18,23.23,32.23
833,2,1248.0,50.22,23.3,32.3
834,2,1249.5,50.27,23.37,32.37
835,2,1251.0,50.32,23.44,32.44
836,2,1252.5,50.36,23.51,32.51
837,2,1254.0,50.41,23.58,32.58
838,2,1255.5,50.46,23.65,32.65
839,2,1257.0,50.51,23.72,32.72
840,2,1258.5,50.55,23.78,32.78
841,2,1260.0,50.6,23.85,32.85
842,2,1261.5,50.65,23.92,32.92
843,2,1263.0,50.7,23.99,32.99
844,2,1264.5,50.75,24.06,33.06
845,2,1266.0,50.79,24.13,33.13
846,2,1267.5,50.84,24.19,33.19
847,2,1269.0,50.89,24.26,33.26
848,2,1270.5,50.94,24.33,33.33
849,2,1272.0,50.99,24.4,33.4
850,2,1273.5,51.04,24.46,33.46
851,2,1275.0,51.09,24.53,33.53
852,2,1276.5,51.13,24.6,33.6
853,2,1278.0,51.18,24.66,33.66
854,2,1279.5,51.23,24.73,33.73
855,2,1281.0,51.28,24.79,33.79
856,2,1282.5,51.33,24.86,33.86
857,2,1284.0,51.38,24.92,33.92
858,2,1285.5,51.43,24.98,33.98
859,2,1287.0,51.47,25.05,34.05
860,2,1288.5,51.52,25.11,34.11
861,2,1290.0,51.57,25.17,34.17
862,2,1291.5,51.62,25.24,34.24
863,2,1293.0,51.67,25.3,34.3
864,2,1294.5,51.72,25.36,34.36
865,2,1296.0,51.76,25.42,34.42
866,2,1297.5,51.81,25.48,34.48
867,2,1299.0,51.86,25.54,34.54
868,2,1300.5,51.91,25.6,34.6
869,2,1302.0,51.95,25.66,34.66
870,2,1303.5,52.0,25.71,34.71
871,2,1305.0,52.05,25.77,34.77
872,2,1306.5,52.09,25.83,34.83
873,2,1308.0,52.14,25.88,34.88
874,2,1309.5,52.19,25.94,34.94
875,2,1311.0,52.23,26.0,35.0
876,2,1312.5,52.28,26.05,35.05
877,2,1314.0,52.33,26.1,35.1
878,2,1315.5,52.37,26.16,35.16
879,2,1317.0,52.42,26.21,35.21
880,2,1318.5,52.46,26.26,35.26
881,2,1320.0,52.5,26.31,35.31
882,2,1321.5,52.55,26.36,35.36
883,2,1323.0,52.59,26.41,35.41
884,2,1324.5,52.64,26.46,35.46
885,2,1326.0,52.68,26.51,35.51
886,2,1327.5,52.72,26.56,35.56
887,2,1329.0,52.76,26.6,35.6
888,2,1330.5,52.81,26.65,35.65
889,2,1332.0,52.85,26.69,35.69
890,2,1333.5,52.89,26.74,35.74
891,2,1335.0,52.93,26.78,35.78
892,2,1336.5,52.97,26.83,35.83
893,2,1338.0,53.01,26.87,35.87
894,2,1339.5,53.05,26.91,35.91
895,2,1341.0,53.09,26.95,35.95
896,2,1342.5,53.13,26.99,35.99
897,2,1344.0,53.17,27.03,36.03
898,2,1345.5,53.21,27.07,36.07
899,2,1347.0,53.25,27.11,36.11
900,2,1348.5,53.28,27.14,36.14
901,2,1350.0,53.32,27.18,36.18
902,2,1351.5,53.36,27.21,36.21
903,2,1353.0,53.39,27.25,36.25
904,2,1354.5,53.43,27.28,36.28
905,2,1356.0,53.46,27.32,36.32
906,2,1357.5,53.5,27.35,36.35
907,2,1359.0,53.53,27.38,36.38
908,2,1360.5,53.57,27.41,36.41
909,2,1362.0,53.6,27.44,36.44
910,2,1363.5,53.63,27.47,36.47
911,2,1365.0,53.66,27.5,36.5
912,2,1366.5,53.7,27.53,36.53
913,2,1368.0,53.73,27.55,36.55
914,2,1369.5,53.76,27.58,36.58
915,2,1371.0,53.79,27.6,36.6
916,2,1372.5,53.82,27.63,36.63
917,2,1374.0,53.85,27.65,36.65
918,2,1375.5,53.88,27.68,36.68
919,2,1377.0,53.9,27.7,36.7
920,2,1378.5,53.93,27.72,36.72
921,2,1380.0,53.96,27.74,36.74
922,2,1381.5,53.99,27.76,36.76
923,2,1383.0,54.01,27.78,36.78
924,2,1384.5,54.04,27.8,36.8
925,2,1386.0,54.06,27.81,36.81
926,2,1387.5,54.09,27.83,36.83
927,2,1389.0,54.11,27.85,36.85
928,2,1390.5,54.14,27.86,36.86
929,2,1392.0,54.16,27.88,36.88
930,2,1393.5,54.18,27.89,36.89
931,2,1395.0,54.2,27.91,36.91
932,2,1396.5,54.22,27.92,36.92
933,2,1398.0,54.25,27.93,36.93
934,2,1399.5,54.27,27.94,36.94
935,2,1401.0,54.29,27.95,36.95
936,2,1402.5,54.31,27.96,36.96
937,2,1404.0,54.32,27.97,36.97
938,2,1405.5,54.34,27.98,36.98
939,2,1407.0,54.36,27.99,36.99
940,2,1408.5,54.38,28.0,37.0
941,2,1410.0,54.39,28.0,37.0
942,2,1411.5,54.41,28.01,37.01
943,2,1413.0,54.43,28.02,37.02
944,2,1414.5,54.44,28.02,37.02
945,2,1416.0,54.46,28.03,37.03
946,2,1417.5,54.47,28.03,37.03
947,2,1419.0,54.49,28.04,37.04
948,2,1420.5,54.5,28.04,37.04
949,2,1422.0,54.51,28.04,37.04
950,2,1423.5,54.52,28.04,37.04
951,2,1425.0,54.54,28.04,37.04
952,2,1426.5,54.55,28.05,37.05
953,2,1428.0,54.56,28.05,37.05
954,2,1429.5,54.57,28.05,37.05
955,2,1431.0,54.58,28.05,37.05
956,2,1432.5,54.59,28.05,37.05
957,2,1434.0,54.6,28.05,37.05
958,2,1435.5,54.61,28.04,37.04
959,2,1437.0,54.62,28.04,37.04
960,2,1438.5,54.62,28.04,37.04
961,2,1440.0,54.63,28.04,37.04
962,2,1441.5,54.64,28.04,37.04
963,2,1443.0,54.65,28.03,37.03
964,2,1444.5,54.65,28.03,37.03
965,2,1446.0,54.66,28.03,37.03
966,2,1447.5,54.67,28.02,37.02
967,2,1449.0,54.67,28.02,37.02
968,2,1450.5,54.68,28.01,37.01
969,2,1452.0,54.68,28.01,37.01
970,2,1453.5,54.68,28.0,37.0
971,2,1455.0,54.69,28.0,37.0
972,2,1456.5,54.69,27.99,36.99
973,2,1458.0,54.7,27.99,36.99
974,2,1459.5,54.7,27.98,36.98
975,2,1461.0,54.7,27.98,36.98
976,2,1462.5,54.7,27.97,36.97
977,2,1464.0,54.71,27.97,36.97
978,2,1465.5,54.71,27.96,36.96
979,2,1467.0,54.71,27.96,36.96
980,2,1468.5,54.71,27.95,36.95
981,2,1470.0,54.71,27.94,36.94
982,2,1471.5,54.71,27.94,36.94
983,2,1473.0,54.71,27.93,36.93
984,2,1474.5,54.71,27.93,36.93
985,2,1476.0,54.71,27.92,36.92
986,2,1477.5,54.71,27.91,36.91
987,2,1479.0,54.71,27.91,36.91
988,2,1480.5,54.71,27.9,36.9
989,2,1482.0,54.71,27.9,36.9
990,2,1483.5,54.71,27.89,36.89
991,2,1485.0,54.71,27.88,36.88
992,2,1486.5,54.71,27.88,36.88
993,2,1488.0,54.71,27.87,36.87
994,2,1489.5,54.71,27.87,36.87
995,2,1491.0,54.71,27.86,36.86
996,2,1492.5,54.71,27.86,36.86
997,2,1494.0,54.71,27.86,36.86
998,2,1495.5,54.7,27.85,36.85
999,2,1497.0,54.7,27.85,36.85
1000,2,1498.5,54.7,27.84,36.84
1001,2,1500.0,54.7,27.84,36.84
1002,2,1501.5,54.7,27.84,36.84
1003,2,1503.0,54.69,27.83,36.83
1004,2,1504.5,54.69,27.83,36.83
1005,2,1506.0,54.69,27.83,36.83
1006,2,1507.5,54.69,27.83,36.83
1007,2,1509.0,54.69,27.83,36.83
1008,2,1510.5,54.69,27.83,36.83
1009,2,1512.0,54.68,27.82,36.82
1010,2,1513.5,54.68,27.82,36.82
1011,2,1515.0,54.68,27.82,36.82
1012,2,1516.5,54.68,27.83,36.83
1013,2,1518.0,54.68,27.83,36.83
1014,2,1519.5,54.68,27.83,36.83
1015,2,1521.0,54.67,27.83,36.83
1016,2,1522.5,54.67,27.83,36.83
1017,2,1524.0,54.67,27.83,36.83
1018,2,1525.5,54.67,27.84,36.84
1019,2,1527.0,54.67,27.84,36.84
1020,2,1528.5,54.67,27.85,36.85
1021,2,1530.0,54.67,27.85,36.85
1022,2,1531.5,54.67,27.86,36.86
1023,2,1533.0,54.67,27.86,36.86
1024,2,1534.5,54.67,27.87,36.87
1025,2,1536.0,54.67,27.88,36.88
1026,2,1537.5,54.67,27.88,36.88
1027,2,1539.0,54.67,27.89,36.89
1028,2,1540.5,54.67,27.9,36.9
1029,2,1542.0,54.67,27.91,36.91
1030,2,1543.5,54.67,27.92,36.92
1031,2,1545.0,54.67,27.93,36.93
1032,2,1546.5,54.67,27.94,36.94
1033,2,1548.0,54.67,27.96,36.96
1034,2,1549.5,54.68,27.97,36.97
1035,2,1551.0,54.68,27.98,36.98
1036,2,1552.5,54.68,28.0,37.0
1037,2,1554.0,54.68,28.01,37.01
1038,2,1555.5,54.69,28.03,37.03
1039,2,1557.0,54.69,28.04,37.04
1040,2,1558.5,54.69,28.06,37.06
1041,2,1560.0,54.7,28.08,37.08
1042,2,1561.5,54.7,28.09,37.09
1043,2,1563.0,54.7,28.11,37.11
1044,2,1564.5,54.71,28.13,37.13
1045,2,1566.0,54.71,28.15,37.15
1046,2,1567.5,54.72,28.17,37.17
1047,2,1569.0,54.73,28.19,37.19
1048,2,1570.5,54.73,28.22,37.22
1049,2,1572.0,54.74,28.24,37.24
1050,2,1573.5,54.74,28.26,37.26
1051,2,1575.0,54.75,28.29,37.29
1052,2,1576.5,54.76,28.31,37.31
1053,2,1578.0,54.77,28.34,37.34
1054,2,1579.5,54.77,28.36,37.36
1055,2,1581.0,54.78,28.39,37.39
1056,2,1582.5,54.79,28.42,37.42
1057,2,1584.0,54.8,28.45,37.45
1058,2,1585.5,54.81,28.48,37.48
1059,2,1587.0,54.82,28.51,37.51
1060,2,1588.5,54.83,28.54,37.54
1061,2,1590.0,54.84,28.57,37.57
1062,2,1591.5,54.85,28.6,37.6
1063,2,1593.0,54.87,28.64,37.64
1064,2,1594.5,54.88,28.67,37.67
1065,2,1596.0,54.89,28.7,37.7
1066,2,1597.5,54.9,28.74,37.74
1067,2,1599.0,54.92,28.77,37.77
1068,2,1600.5,54.93,28.81,37.81
1069,2,1602.0,54.94,28.85,37.85
1070,2,1603.5,54.96,28.89,37.89
1071,2,1605.0,54.97,28.92,37.92
1072,2,1606.5,54.99,28.96,37.96
1073,2,1608.0,55.0,29.0,38.0
1074,2,1609.5,55.02,29.04,38.04
1075,2,1611.0,55.04,29.09,38.09
1076,2,1612.5,55.05,29.13,38.13
1077,2,1614.0,55.07,29.17,38.17
1078,2,1615.5,55.09,29.21,38.21
1079,2,1617.0,55.11,29.26,38.26
1080,2,1618.5,55.12,29.3,38.3
1081,2,1620.0,55.14,29.35,38.35
1082,2,1621.5,55.16,29.39,38.39
1083,2,1623.0,55.18,29.44,38.44
1084,2,1624.5,55.2,29.48,38.48
1085,2,1626.0,55.22,29.53,38.53
1086,2,1627.5,55.24,29.58,38.58
1087,2,1629.0,55.26,29.63,38.63
1088,2,1630.5,55.29,29.68,38.68
1089,2,1632.0,55.31,29.73,38.73
1090,2,1633.5,55.33,29.78,38.78
1091,2,1635.0,55.35,29.83,38.83
1092,2,1636.5,55.37,29.88,38.88
1093,2,1638.0,55.4,29.93,38.93
1094,2,1639.5,55.42,29.98,38.98
1095,2,1641.0,55.45,30.04,39.04
1096,2,1642.5,55.47,30.09,39.09
1097,2,1644.0,55.5,30.14,39.14
1098,2,1645.5,55.52,30.2,39.2
1099,2,1647.0,55.55,30.25,39.25
1100,2,1648.5,55.57,30.3,39.3
1101,2,1650.0,55.6,30.36,39.36
1102,2,1651.5,55.62,30.41,39.41
1103,2,1653.0,55.65,30.47,39.47
1104,2,1654.5,55.68,30.53,39.53
1105,2,1656.0,55.7,30.58,39.58
1106,2,1657.5,55.73,30.64,39.64
1107,2,1659.0,55.76,30.7,39.7
1108,2,1660.5,55.79,30.75,39.75
1109,2,1662.0,55.82,30.81,39.81
1110,2,1663.5,55.85,30.87,39.87
1111,2,1665.0,55.87,30.93,39.93
1112,2,1666.5,55.9,30.99,39.99
1113,2,1668.0,55.93,31.05,40.05
1114,2,1669.5,55.96,31.11,40.11
1115,2,1671.0,55.99,31.16,40.16
1116,2,1672.5,56.02,31.22,40.22
1117,2,1674.0,56.05,31.28,40.28
1118,2,1675.5,56.08,31.34,40.34
1119,2,1677.0,56.11,31.4,40.4
1120,2,1678.5,56.15,31.46,40.46
1121,2,1680.0,56.18,31.52,40.52
1122,2,1681.5,56.21,31.58,40.58
1123,2,1683.0,56.24,31.64,40.64
1124,2,1684.5,56.27,31.7,40.7
1125,2,1686.0,56.3,31.76,40.76
1126,2,1687.5,56.33,31.82,40.82
1127,2,1689.0,56.37,31.88,40.88
1128,2,1690.5,56.4,31.94,40.94
1129,2,1692.0,56.43,32.0,41.0
1130,2,1693.5,56.46,32.06,41.06
1131,2,1695.0,56.49,32.12,41.12
1132,2,1696.5,56.53,32.18,41.18
1133,2,1698.0,56.56,32.24,41.24
1134,2,1699.5,56.59,32.3,41.3
1135,2,1701.0,56.62,32.36,41.36
1136,2,1702.5,56.66,32.42,41.42
1137,2,1704.0,56.69,32.48,41.48
1138,2,1705.5,56.72,32.54,41.54
1139,2,1707.0,56.75,32.6,41.6
1140,2,1708.5,56.79,32.66,41.66
1141,2,1710.0,56.82,32.72,41.72
1142,2,1711.5,56.85,32.77,41.77
1143,2,1713.0,56.89,32.83,41.83
1144,2,1714.5,56.92,32.89,41.89
1145,2,1716.0,56.95,32.95,41.95
1146,2,1717.5,56.98,33.01,42.01
1147,2,1719.0,57.01,33.06,42.06
1148,2,1720.5,57.05,33.12,42.12
1149,2,1722.0,57.08,33.17,42.17
1150,2,1723.5,57.11,33.23,42.23
1151,2,1725.0,57.14,33.29,42.29
1152,2,1726.5,57.17,33.34,42.34
1153,2,1728.0,57.21,33.4,42.4
1154,2,1729.5,57.24,33.45,42.45
1155,2,1731.0,57.27,33.5,42.5
1156,2,1732.5,57.3,33.56,42.56
1157,2,1734.0,57.33,33.61,42.61
1158,2,1735.5,57.36,33.66,42.66
1159,2,1737.0,57.39,33.71,42.71
1160,2,1738.5,57.42,33.77,42.77
1161,2,1740.0,57.45,33.82,42.82
1162,2,1741.5,57.48,33.87,42.87
1163,2,1743.0,57.51,33.92,42.92
1164,2,1744.5,57.54,33.97,42.97
1165,2,1746.0,57.57,34.01,43.01
1166,2,1747.5,57.6,34.06,43.06
1167,2,1749.0,57.63,34.11,43.11
1168,2,1750.5,57.66,34.16,43.16
1169,2,1752.0,57.68,34.2,43.2
1170,2,1753.5,57.71,34.25,43.25
1171,2,1755.0,57.74,34.29,43.29
1172,2,1756.5,57.77,34.34,43.34
1173,2,1758.0,57.79,34.38,43.38
1174,2,1759.5,57.82,34.42,43.42
1175,2,1761.0,57.85,34.47,43.47
1176,2,1762.5,57.87,34.51,43.51
1177,2,1764.0,57.9,34.55,43.55
1178,2,1765.5,57.92,34.59,43.59
1179,2,1767.0,57.95,34.63,43.63
1180,2,1768.5,57.97,34.67,43.67
1181,2,1770.0,57.99,34.71,43.71
1182,2,1771.5,58.02,34.74,43.74
1183,2,1773.0,58.04,34.78,43.78
1184,2,1774.5,58.06,34.82,43.82
1185,2,1776.0,58.09,34.85,43.85
1186,2,1777.5,58.11,34.88,43.88
1187,2,1779.0,58.13,34.92,43.92
1188,2,1780.5,58.15,34.95,43.95
1189,2,1782.0,58.17,34.98,43.98
1190,2,1783.5,58.19,35.01,44.01
1191,2,1785.0,58.21,35.04,44.04
1192,2,1786.5,58.23,35.07,44.07
1193,2,1788.0,58.25,35.1,44.1
1194,2,1789.5,58.26,35.13,44.13
1195,2,1791.0,58.28,35.16,44.16
1196,2,1792.5,58.3,35.18,44.18
1197,2,1794.0,58.31,35.21,44.21
1198,2,1795.5,58.33,35.23,44.23
1199,2,1797.0,58.35,35.26,44.26
1200,2,1798.5,58.36,35.28,44.28
1201,2,1800.0,58.38,35.3,44.3
1202,2,1801.5,58.39,35.32,44.32
1203,2,1803.0,58.4,35.34,44.34
1204,2,1804.5,58.42,35.36,44.36
1205,2,1806.0,58.43,35.38,44.38
1206,2,1807.5,58.44,35.4,44.4
1207,2,1809.0,58.45,35.42,44.42
1208,2,1810.5,58.46,35.43,44.43
1209,2,1812.0,58.47,35.45,44.45
1210,2,1813.5,58.48,35.46,44.46
1211,2,1815.0,58.49,35.48,44.48
1212,2,1816.5,58.5,35.49,44.49
1213,2,1818.0,58.51,35.5,44.5
1214,2,1819.5,58.51,35.51,44.51
1215,2,1821.0,58.52,35.52,44.52
1216,2,1822.5,58.53,35.53,44.53
1217,2,1824.0,58.53,35.54,44.54
1218,2,1825.5,58.54,35.55,44.55
1219,2,1827.0,58.54,35.56,44.56
1220,2,1828.5,58.55,35.56,44.56
1221,2,1830.0,58.55,35.57,44.57
1222,2,1831.5,58.55,35.58,44.58
1223,2,1833.0,58.55,35.58,44.58
1224,2,1834.5,58.56,35.58,44.58
1225,2,1836.0,58.56,35.58,44.58
1226,2,1837.5,58.56,35.59,44.59
1227,2,1839.0,58.56,35.59,44.59
1228,2,1840.5,58.56,35.59,44.59
1229,2,1842.0,58.55,35.59,44.59
1230,2,1843.5,58.55,35.59,44.59
1231,2,1845.0,58.55,35.58,44.58
1232,2,1846.5,58.55,35.58,44.58
1233,2,1848.0,58.54,35.58,44.58
1234,2,1849.5,58.54,35.57,44.57
1235,2,1851.0,58.54,35.57,44.57
1236,2,1852.5,58.53,35.56,44.56
1237,2,1854.0,58.53,35.56,44.56
1238,2,1855.5,58.52,35.55,44.55
1239,2,1857.0,58.51,35.54,44.54
1240,2,1858.5,58.51,35.53,44.53
1241,2,1860.0,58.5,35.53,44.53
1242,2,1861.5,58.49,35.52,44.52
1243,2,1863.0,58.48,35.51,44.51
1244,2,1864.5,58.47,35.5,44.5
1245,2,1866.0,58.46,35.48,44.48
1246,2,1867.5,58.45,35.47,44.47
1247,2,1869.0,58.44,35.46,44.46
1248,2,1870.5,58.43,35.45,44.45
1249,2,1872.0,58.42,35.43,44.43
1250,2,1873.5,58.41,35.42,44.42
1251,2,1875.0,58.39,35.4,44.4
1252,2,1876.5,58.38,35.39,44.39
1253,2,1878.0,58.37,35.37,44.37
1254,2,1879.5,58.35,35.36,44.36
1255,2,1881.0,58.34,35.34,44.34
1256,2,1882.5,58.33,35.32,44.32
1257,2,1884.0,58.31,35.31,44.31
1258,2,1885.5,58.29,35.29,44.29
1259,2,1887.0,58.28,35.27,44.27
1260,2,1888.5,58.26,35.25,44.25
1261,2,1890.0,58.25,35.23,44.23
1262,2,1891.5,58.23,35.21,44.21
1263,2,1893.0,58.21,35.19,44.19
1264,2,1894.5,58.19,35.17,44.17
1265,2,1896.0,58.17,35.15,44.15
1266,2,1897.5,58.16,35.13,44.13
1267,2,1899.0,58.14,35.11,44.11
1268,2,1900.5,58.12,35.09,44.09
1269,2,1902.0,58.1,35.07,44.07
1270,2,1903.5,58.08,35.05,44.05
1271,2,1905.0,58.06,35.03,44.03
1272,2,1906.5,58.04,35.0,44.0
1273,2,1908.0,58.02,34.98,43.98
1274,2,1909.5,58.0,34.96,43.96
1275,2,1911.0,57.97,34.94,43.94
1276,2,1912.5,57.95,34.91,43.91
1277,2,1914.0,57.93,34.89,43.89
1278,2,1915.5,57.91,34.87,43.87
1279,2,1917.0,57.89,34.84,43.84
1280,2,1918.5,57.86,34.82,43.82
1281,2,1920.0,57.84,34.8,43.8
1282,2,1921.5,57.82,34.77,43.77
1283,2,1923.0,57.79,34.75,43.75
1284,2,1924.5,57.77,34.73,43.73
1285,2,1926.0,57.75,34.7,43.7
1286,2,1927.5,57.72,34.68,43.68
1287,2,1929.0,57.7,34.66,43.66
1288,2,1930.5,57.68,34.63,43.63
1289,2,1932.0,57.65,34.61,43.61
1290,2,1933.5,57.63,34.59,43.59
1291,2,1935.0,57.6,34.56,43.56
1292,2,1936.5,57.58,34.54,43.54
1293,2,1938.0,57.56,34.52,43.52
1294,2,1939.5,57.53,34.5,43.5
1295,2,1941.0,57.51,34.47,43.47
1296,2,1942.5,57.48,34.45,43.45
1297,2,1944.0,57.46,34.43,43.43
1298,2,1945.5,57.43,34.41,43.41
1299,2,1947.0,57.41,34.38,43.38
1300,2,1948.5,57.38,34.36,43.36
1301,2,1950.0,57.36,34.34,43.34
1302,2,1951.5,57.34,34.32,43.32
1303,2,1953.0,57.31,34.3,43.3
1304,2,1954.5,57.29,34.28,43.28
1305,2,1956.0,57.26,34.26,43.26
1306,2,1957.5,57.24,34.24,43.24
1307,2,1959.0,57.21,34.22,43.22
1308,2,1960.5,57.19,34.2,43.2
1309,2,1962.0,57.17,34.18,43.18
1310,2,1963.5,57.14,34.16,43.16
1311,2,1965.0,57.12,34.15,43.15
1312,2,1966.5,57.1,34.13,43.13
1313,2,1968.0,57.07,34.11,43.11
1314,2,1969.5,57.05,34.09,43.09
1315,2,1971.0,57.03,34.08,43.08
1316,2,1972.5,57.0,34.06,43.06
1317,2,1974.0,56.98,34.05,43.05
1318,2,1975.5,56.96,34.03,43.03
1319,2,1977.0,56.94,34.02,43.02
1320,2,1978.5,56.91,34.0,43.0
1321,2,1980.0,56.89,33.99,42.99
1322,2,1981.5,56.87,33.98,42.98
1323,2,1983.0,56.85,33.96,42.96
1324,2,1984.5,56.83,33.95,42.95
1325,2,1986.0,56.81,33.94,42.94
1326,2,1987.5,56.79,33.93,42.93
1327,2,1989.0,56.77,33.92,42.92
1328,2,1990.5,56.75,33.91,42.91
1329,2,1992.0,56.73,33.9,42.9
1330,2,1993.5,56.71,33.89,42.89
1331,2,1995.0,56.69,33.88,42.88
1332,2,1996.5,56.67,33.88,42.88
1333,2,1998.0,56.65,33.87,42.87
1334,2,1999.5,56.64,33.86,42.86
1335,2,2001.0,56.62,33.86,42.86
1336,2,2002.5,56.6,33.85,42.85
1337,2,2004.0,56.58,33.85,42.85
1338,2,2005.5,56.57,33.85,42.85
1339,2,2007.0,56.55,33.84,42.84
1340,2,2008.5,56.54,33.84,42.84
1341,2,2010.0,56.52,33.84,42.84
1342,2,2011.5,56.51,33.84,42.84
