id_stratigraphie,id_anneau,id_formation,z_base,z_toit,epaisseur
7305,1044,M,30.41,39.3,8.89
7306,1044,C,19.04,30.41,11.37
7307,1044,A,13.52,19.04,5.52
7308,1044,K,10.52,13.52,3.0
7309,1045,R,49.83,54.71,4.88
7310,1045,L,42.17,49.83,7.66
7311,1045,S,39.27,42.17,2.89
7312,1045,M,30.37,39.27,8.9
7313,1045,C,18.97,30.37,11.4
7314,1045,A,13.45,18.97,5.52
7315,1045,K,10.45,13.45,3.0
7316,1046,R,49.83,54.72,4.89
7317,1046,L,42.16,49.83,7.67
7318,1046,S,39.25,42.16,2.92
7319,1046,M,30.33,39.25,8.92
7320,1046,C,18.89,30.33,11.44
7321,1046,A,13.38,18.89,5.51
7322,1046,K,10.38,13.38,3.0
7323,1047,R,49.83,54.73,4.9
7324,1047,L,42.15,49.83,7.68
7325,1047,S,39.22,42.15,2.94
7326,1047,M,30.28,39.22,8.93
7327,1047,C,18.81,30.28,11.47
7328,1047,A,13.3,18.81,5.51
7329,1047,K,10.3,13.3,3.0
7330,1048,R,49.83,54.73,4.9
7331,1048,L,42.15,49.83,7.68
7332,1048,S,39.19,42.15,2.96
7333,1048,M,30.24,39.19,8.95
7334,1048,C,18.73,30.24,11.51
7335,1048,A,13.23,18.73,5.5
7336,1048,K,10.23,13.23,3.0
7337,1049,R,49.83,54.74,4.91
7338,1049,L,42.14,49.83,7.69
7339,1049,S,39.16,42.14,2.98
7340,1049,M,30.2,39.16,8.96
7341,1049,C,18.65,30.2,11.55
7342,1049,A,13.15,18.65,5.5
7343,1049,K,10.15,13.15,3.0
7344,1050,R,49.83,54.74,4.92
7345,1050,L,42.13,49.83,7.69
7346,1050,S,39.13,42.13,3.0
7347,1050,M,30.15,39.13,8.98
7348,1050,C,18.57,30.15,11.58
7349,1050,A,13.07,18.57,5.5
7350,1050,K,10.07,13.07,3.0
7351,1051,R,49.83,54.75,4.93
7352,1051,L,42.13,49.83,7.7
7353,1051,S,39.1,42.13,3.02
7354,1051,M,30.11,39.1,8.99
7355,1051,C,18.49,30.11,11.62
7356,1051,A,13.0,18.49,5.5
7357,1051,K,10.0,13.0,3.0
7358,1052,R,49.83,54.76,4.93
7359,1052,L,42.12,49.83,7.71
7360,1052,S,39.08,42.12,3.04
7361,1052,M,30.07,39.08,9.01
7362,1052,C,18.41,30.07,11.66
7363,1052,A,12.92,18.41,5.49
7364,1052,K,9.92,12.92,3.0
7365,1053,R,49.82,54.77,4.94
7366,1053,L,42.11,49.82,7.71
7367,1053,S,39.05,42.11,3.06
7368,1053,M,30.02,39.05,9.03
7369,1053,C,18.33,30.02,11.69
7370,1053,A,12.84,18.33,5.49
7371,1053,K,9.84,12.84,3.0
7372,1054,R,49.83,54.77,4.95
7373,1054,L,42.11,49.83,7.72
7374,1054,S,39.02,42.11,3.09
7375,1054,M,29.98,39.02,9.04
7376,1054,C,18.25,29.98,11.73
7377,1054,A,12.76,18.25,5.49
7378,1054,K,9.76,12.76,3.0
7379,1055,R,49.83,54.78,4.96
7380,1055,L,42.1,49.83,7.72
7381,1055,S,38.99,42.1,3.11
7382,1055,M,29.94,38.99,9.06
7383,1055,C,18.17,29.94,11.77
7384,1055,A,12.68,18.17,5.49
7385,1055,K,9.68,12.68,3.0
7386,1056,R,49.83,54.79,4.97
7387,1056,L,42.1,49.83,7.73
7388,1056,S,38.97,42.1,3.13
7389,1056,M,29.89,38.97,9.07
7390,1056,C,18.09,29.89,11.81
7391,1056,A,12.59,18.09,5.49
7392,1056,K,9.59,12.59,3.0
7393,1057,R,49.83,54.8,4.97
7394,1057,L,42.09,49.83,7.74
7395,1057,S,38.94,42.09,3.15
7396,1057,M,29.85,38.94,9.09
7397,1057,C,18.01,29.85,11.85
7398,1057,A,12.51,18.01,5.49
7399,1057,K,9.51,12.51,3.0
7400,1058,R,49.83,54.81,4.98
7401,1058,L,42.08,49.83,7.74
7402,1058,S,38.92,42.08,3.17
7403,1058,M,29.81,38.92,9.1
7404,1058,C,17.92,29.81,11.89
7405,1058,A,12.43,17.92,5.49
7406,1058,K,9.43,12.43,3.0
7407,1059,R,49.83,54.82,4.99
7408,1059,L,42.08,49.83,7.75
7409,1059,S,38.89,42.08,3.19
7410,1059,M,29.77,38.89,9.12
7411,1059,C,17.84,29.77,11.93
7412,1059,A,12.35,17.84,5.5
7413,1059,K,9.35,12.35,3.0
7414,1060,R,49.83,54.83,5.0
7415,1060,L,42.08,49.83,7.76
7416,1060,S,38.86,42.08,3.21
7417,1060,M,29.73,38.86,9.14
7418,1060,C,17.76,29.73,11.97
7419,1060,A,12.26,17.76,5.5
7420,1060,K,9.26,12.26,3.0
7421,1061,R,49.83,54.84,5.01
7422,1061,L,42.07,49.83,7.76
7423,1061,S,38.84,42.07,3.23
7424,1061,M,29.69,38.84,9.15
7425,1061,C,17.68,29.69,12.01
7426,1061,A,12.18,17.68,5.5
7427,1061,K,9.18,12.18,3.0
7428,1062,R,49.83,54.85,5.02
7429,1062,L,42.07,49.83,7.77
7430,1062,S,38.81,42.07,3.25
7431,1062,M,29.65,38.81,9.17
7432,1062,C,17.6,29.65,12.05
7433,1062,A,12.1,17.6,5.5
7434,1062,K,9.1,12.1,3.0
7435,1063,R,49.84,54.87,5.03
7436,1063,L,42.06,49.84,7.77
7437,1063,S,38.79,42.06,3.27
7438,1063,M,29.61,38.79,9.18
7439,1063,C,17.52,29.61,12.09
7440,1063,A,12.01,17.52,5.51
7441,1063,K,9.01,12.01,3.0
7442,1064,R,49.84,54.88,5.04
7443,1064,L,42.06,49.84,7.78
7444,1064,S,38.77,42.06,3.29
7445,1064,M,29.57,38.77,9.2
7446,1064,C,17.44,29.57,12.13
7447,1064,A,11.93,17.44,5.51
7448,1064,K,8.93,11.93,3.0
7449,1065,R,49.84,54.89,5.05
7450,1065,L,42.06,49.84,7.79
7451,1065,S,38.74,42.06,3.31
7452,1065,M,29.53,38.74,9.22
7453,1065,C,17.36,29.53,12.17
7454,1065,A,11.84,17.36,5.52
7455,1065,K,8.84,11.84,3.0
7456,1066,R,49.85,54.9,5.06
7457,1066,L,42.05,49.85,7.79
7458,1066,S,38.72,42.05,3.33
7459,1066,M,29.49,38.72,9.23
7460,1066,C,17.28,29.49,12.21
7461,1066,A,11.76,17.28,5.52
7462,1066,K,8.76,11.76,3.0
7463,1067,R,49.85,54.92,5.07
7464,1067,L,42.05,49.85,7.8
7465,1067,S,38.7,42.05,3.35
7466,1067,M,29.45,38.7,9.25
7467,1067,C,17.2,29.45,12.25
7468,1067,A,11.67,17.2,5.53
7469,1067,K,8.67,11.67,3.0
7470,1068,R,49.85,54.93,5.08
7471,1068,L,42.05,49.85,7.81
7472,1068,S,38.67,42.05,3.37
7473,1068,M,29.41,38.67,9.26
7474,1068,C,17.12,29.41,12.29
7475,1068,A,11.58,17.12,5.53
7476,1068,K,8.58,11.58,3.0
7477,1069,R,49.86,54.94,5.09
7478,1069,L,42.05,49.86,7.81
7479,1069,S,38.65,42.05,3.39
7480,1069,M,29.38,38.65,9.28
7481,1069,C,17.04,29.38,12.34
7482,1069,A,11.5,17.04,5.54
7483,1069,K,8.5,11.5,3.0
7484,1070,R,49.86,54.96,5.1
7485,1070,L,42.04,49.86,7.82
7486,1070,S,38.63,42.04,3.41
7487,1070,M,29.34,38.63,9.29
7488,1070,C,16.96,29.34,12.38
7489,1070,A,11.41,16.96,5.55
7490,1070,K,8.41,11.41,3.0
7491,1071,R,49.87,54.97,5.11
7492,1071,L,42.04,49.87,7.82
7493,1071,S,38.61,42.04,3.43
7494,1071,M,29.3,38.61,9.31
7495,1071,C,16.88,29.3,12.42
7496,1071,A,11.33,16.88,5.55
7497,1071,K,8.33,11.33,3.0
7498,1072,R,49.87,54.99,5.12
7499,1072,L,42.04,49.87,7.83
7500,1072,S,38.59,42.04,3.45
7501,1072,M,29.27,38.59,9.32
7502,1072,C,16.8,29.27,12.47
7503,1072,A,11.24,16.8,5.56
7504,1072,K,8.24,11.24,3.0
7505,1073,R,49.88,55.0,5.13
7506,1073,L,42.04,49.88,7.84
7507,1073,S,38.57,42.04,3.47
7508,1073,M,29.23,38.57,9.34
7509,1073,C,16.72,29.23,12.51
7510,1073,A,11.15,16.72,5.57
7511,1073,K,8.15,11.15,3.0
7512,1074,R,49.88,55.02,5.14
7513,1074,L,42.04,49.88,7.84
7514,1074,S,38.55,42.04,3.49
7515,1074,M,29.2,38.55,9.35
7516,1074,C,16.65,29.2,12.55
7517,1074,A,11.07,16.65,5.58
7518,1074,K,8.07,11.07,3.0
7519,1075,R,49.89,55.04,5.15
7520,1075,L,42.04,49.89,7.85
7521,1075,S,38.53,42.04,3.51
7522,1075,M,29.17,38.53,9.37
7523,1075,C,16.57,29.17,12.6
7524,1075,A,10.98,16.57,5.59
7525,1075,K,7.98,10.98,3.0
7526,1076,R,49.9,55.05,5.16
7527,1076,L,42.04,49.9,7.85
7528,1076,S,38.52,42.04,3.53
7529,1076,M,29.13,38.52,9.38
7530,1076,C,16.49,29.13,12.64
7531,1076,A,10.9,16.49,5.59
7532,1076,K,7.9,10.9,3.0
7533,1077,R,49.9,55.07,5.17
7534,1077,L,42.04,49.9,7.86
7535,1077,S,38.5,42.04,3.55
7536,1077,M,29.1,38.5,9.4
7537,1077,C,16.42,29.1,12.68
7538,1077,A,10.81,16.42,5.6
7539,1077,K,7.81,10.81,3.0
7540,1078,R,49.91,55.09,5.18
7541,1078,L,42.05,49.91,7.86
7542,1078,S,38.48,42.05,3.56
7543,1078,M,29.07,38.48,9.41
7544,1078,C,16.34,29.07,12.73
7545,1078,A,10.73,16.34,5.61
7546,1078,K,7.73,10.73,3.0
7547,1079,R,49.92,55.11,5.19
7548,1079,L,42.05,49.92,7.87
7549,1079,S,38.46,42.05,3.58
7550,1079,M,29.04,38.46,9.43
7551,1079,C,16.27,29.04,12.77
7552,1079,A,10.64,16.27,5.62
7553,1079,K,7.64,10.64,3.0
7554,1080,R,49.92,55.12,5.2
7555,1080,L,42.05,49.92,7.87
7556,1080,S,38.45,42.05,3.6
7557,1080,M,29.01,38.45,9.44
7558,1080,C,16.19,29.01,12.82
7559,1080,A,10.56,16.19,5.63
7560,1080,K,7.56,10.56,3.0
7561,1081,R,49.93,55.14,5.21
7562,1081,L,42.05,49.93,7.88
7563,1081,S,38.43,42.05,3.62
7564,1081,M,28.98,38.43,9.45
7565,1081,C,16.12,28.98,12.86
7566,1081,A,10.47,16.12,5.64
7567,1081,K,7.47,10.47,3.0
7568,1082,R,49.94,55.16,5.22
7569,1082,L,42.06,49.94,7.88
7570,1082,S,38.42,42.06,3.64
7571,1082,M,28.95,38.42,9.47
7572,1082,C,16.05,28.95,12.91
7573,1082,A,10.39,16.05,5.66
7574,1082,K,7.39,10.39,3.0
7575,1083,R,49.95,55.18,5.23
7576,1083,L,42.06,49.95,7.89
7577,1083,S,38.41,42.06,3.65
7578,1083,M,28.93,38.41,9.48
7579,1083,C,15.97,28.93,12.95
7580,1083,A,10.31,15.97,5.67
7581,1083,K,7.31,10.31,3.0
7582,1084,R,49.96,55.2,5.24
7583,1084,L,42.06,49.96,7.89
7584,1084,S,38.39,42.06,3.67
7585,1084,M,28.9,38.39,9.49
7586,1084,C,15.9,28.9,13.0
7587,1084,A,10.22,15.9,5.68
7588,1084,K,7.22,10.22,3.0
7589,1085,R,49.97,55.22,5.26
7590,1085,L,42.07,49.97,7.9
7591,1085,S,38.38,42.07,3.69
7592,1085,M,28.87,38.38,9.51
7593,1085,C,15.83,28.87,13.04
7594,1085,A,10.14,15.83,5.69
7595,1085,K,7.14,10.14,3.0
7596,1086,R,49.98,55.24,5.27
7597,1086,L,42.07,49.98,7.9
7598,1086,S,38.37,42.07,3.7
7599,1086,M,28.85,38.37,9.52
7600,1086,C,15.76,28.85,13.09
7601,1086,A,10.06,15.76,5.7
7602,1086,K,7.06,10.06,3.0
7603,1087,R,49.99,55.26,5.28
7604,1087,L,42.08,49.99,7.91
7605,1087,S,38.36,42.08,3.72
7606,1087,M,28.83,38.36,9.53
7607,1087,C,15.69,28.83,13.13
7608,1087,A,9.98,15.69,5.72
7609,1087,K,6.98,9.98,3.0
7610,1088,R,50.0,55.29,5.29
7611,1088,L,42.08,50.0,7.91
7612,1088,S,38.35,42.08,3.74
7613,1088,M,28.8,38.35,9.54
7614,1088,C,15.63,28.8,13.18
7615,1088,A,9.9,15.63,5.73
7616,1088,K,6.9,9.9,3.0
7617,1089,R,50.01,55.31,5.3
7618,1089,L,42.09,50.01,7.92
7619,1089,S,38.34,42.09,3.75
7620,1089,M,28.78,38.34,9.56
7621,1089,C,15.56,28.78,13.22
7622,1089,A,9.82,15.56,5.74
7623,1089,K,6.82,9.82,3.0
7624,1090,R,50.02,55.33,5.31
7625,1090,L,42.1,50.02,7.92
7626,1090,S,38.33,42.1,3.77
7627,1090,M,28.76,38.33,9.57
7628,1090,C,15.49,28.76,13.27
7629,1090,A,9.74,15.49,5.75
7630,1090,K,6.74,9.74,3.0
7631,1091,R,50.03,55.35,5.32
7632,1091,L,42.1,50.03,7.92
7633,1091,S,38.32,42.1,3.78
7634,1091,M,28.74,38.32,9.58
7635,1091,C,15.43,28.74,13.31
7636,1091,A,9.66,15.43,5.77
7637,1091,K,6.66,9.66,3.0
7638,1092,R,50.04,55.37,5.33
7639,1092,L,42.11,50.04,7.93
7640,1092,S,38.31,42.11,3.8
7641,1092,M,28.72,38.31,9.59
7642,1092,C,15.36,28.72,13.36
7643,1092,A,9.58,15.36,5.78
7644,1092,K,6.58,9.58,3.0
7645,1093,R,50.05,55.4,5.35
7646,1093,L,42.12,50.05,7.93
7647,1093,S,38.31,42.12,3.81
7648,1093,M,28.71,38.31,9.6
7649,1093,C,15.3,28.71,13.4
7650,1093,A,9.51,15.3,5.8
7651,1093,K,6.51,9.51,3.0
7652,1094,R,50.06,55.42,5.36
7653,1094,L,42.13,50.06,7.94
7654,1094,S,38.3,42.13,3.83
7655,1094,M,28.69,38.3,9.61
7656,1094,C,15.24,28.69,13.45
7657,1094,A,9.43,15.24,5.81
7658,1094,K,6.43,9.43,3.0
7659,1095,R,50.08,55.45,5.37
7660,1095,L,42.14,50.08,7.94
7661,1095,S,38.3,42.14,3.84
7662,1095,M,28.67,38.3,9.62
7663,1095,C,15.18,28.67,13.49
7664,1095,A,9.35,15.18,5.82
7665,1095,K,6.35,9.35,3.0
7666,1096,R,50.09,55.47,5.38
7667,1096,L,42.15,50.09,7.94
7668,1096,S,38.29,42.15,3.86
7669,1096,M,28.66,38.29,9.63
7670,1096,C,15.12,28.66,13.54
7671,1096,A,9.28,15.12,5.84
7672,1096,K,6.28,9.28,3.0
7673,1097,R,50.1,55.5,5.39
7674,1097,L,42.16,50.1,7.95
7675,1097,S,38.29,42.16,3.87
7676,1097,M,28.65,38.29,9.64
7677,1097,C,15.06,28.65,13.58
7678,1097,A,9.21,15.06,5.85
7679,1097,K,6.21,9.21,3.0
7680,1098,R,50.12,55.52,5.4
7681,1098,L,42.17,50.12,7.95
7682,1098,S,38.28,42.17,3.88
7683,1098,M,28.63,38.28,9.65
7684,1098,C,15.0,28.63,13.63
7685,1098,A,9.13,15.0,5.87
7686,1098,K,6.13,9.13,3.0
7687,1099,R,50.13,55.55,5.42
7688,1099,L,42.18,50.13,7.95
7689,1099,S,38.28,42.18,3.9
7690,1099,M,28.62,38.28,9.66
7691,1099,C,14.95,28.62,13.68
7692,1099,A,9.06,14.95,5.88
7693,1099,K,6.06,9.06,3.0
7694,1100,R,50.14,55.57,5.43
7695,1100,L,42.19,50.14,7.95
7696,1100,S,38.28,42.19,3.91
7697,1100,M,28.61,38.28,9.67
7698,1100,C,14.89,28.61,13.72
7699,1100,A,8.99,14.89,5.9
7700,1100,K,5.99,8.99,3.0
7701,1101,R,50.16,55.6,5.44
7702,1101,L,42.2,50.16,7.96
7703,1101,S,38.28,42.2,3.92
7704,1101,M,28.6,38.28,9.68
7705,1101,C,14.84,28.6,13.76
7706,1101,A,8.92,14.84,5.91
7707,1101,K,5.92,8.92,3.0
7708,1102,R,50.17,55.62,5.45
7709,1102,L,42.21,50.17,7.96
7710,1102,S,38.28,42.21,3.93
7711,1102,M,28.59,38.28,9.69
7712,1102,C,14.79,28.59,13.81
7713,1102,A,8.86,14.79,5.93
7714,1102,K,5.86,8.86,3.0
7715,1103,R,50.19,55.65,5.46
7716,1103,L,42.23,50.19,7.96
7717,1103,S,38.28,42.23,3.94
7718,1103,M,28.59,38.28,9.69
7719,1103,C,14.73,28.59,13.85
7720,1103,A,8.79,14.73,5.95
7721,1103,K,5.79,8.79,3.0
7722,1104,R,50.2,55.68,5.47
7723,1104,L,42.24,50.2,7.96
7724,1104,S,38.28,42.24,3.96
7725,1104,M,28.58,38.28,9.7
7726,1104,C,14.68,28.58,13.9
7727,1104,A,8.72,14.68,5.96
7728,1104,K,5.72,8.72,3.0
7729,1105,R,50.22,55.7,5.49
7730,1105,L,42.25,50.22,7.96
7731,1105,S,38.29,42.25,3.97
7732,1105,M,28.58,38.29,9.71
7733,1105,C,14.63,28.58,13.94
7734,1105,A,8.66,14.63,5.98
7735,1105,K,5.66,8.66,3.0
7736,1106,R,50.23,55.73,5.5
7737,1106,L,42.27,50.23,7.97
7738,1106,S,38.29,42.27,3.98
7739,1106,M,28.57,38.29,9.72
7740,1106,C,14.59,28.57,13.99
7741,1106,A,8.59,14.59,5.99
7742,1106,K,5.59,8.59,3.0
7743,1107,R,50.25,55.76,5.51
7744,1107,L,42.28,50.25,7.97
7745,1107,S,38.3,42.28,3.99
7746,1107,M,28.57,38.3,9.72
7747,1107,C,14.54,28.57,14.03
7748,1107,A,8.53,14.54,6.01
7749,1107,K,5.53,8.53,3.0
7750,1108,R,50.27,55.79,5.52
7751,1108,L,42.3,50.27,7.97
7752,1108,S,38.3,42.3,4.0
7753,1108,M,28.57,38.3,9.73
7754,1108,C,14.5,28.57,14.08
7755,1108,A,8.47,14.5,6.03
7756,1108,K,5.47,8.47,3.0
7757,1109,R,50.28,55.82,5.53
7758,1109,L,42.32,50.28,7.97
7759,1109,S,38.31,42.32,4.01
7760,1109,M,28.57,38.31,9.73
7761,1109,C,14.45,28.57,14.12
7762,1109,A,8.41,14.45,6.04
7763,1109,K,5.41,8.41,3.0
7764,1110,R,50.3,55.85,5.54
7765,1110,L,42.33,50.3,7.97
7766,1110,S,38.31,42.33,4.02
7767,1110,M,28.57,38.31,9.74
7768,1110,C,14.41,28.57,14.16
7769,1110,A,8.35,14.41,6.06
7770,1110,K,5.35,8.35,3.0
7771,1111,R,50.32,55.87,5.56
7772,1111,L,42.35,50.32,7.97
7773,1111,S,38.32,42.35,4.03
7774,1111,M,28.58,38.32,9.75
7775,1111,C,14.37,28.58,14.21
7776,1111,A,8.29,14.37,6.07
7777,1111,K,5.29,8.29,3.0
7778,1112,R,50.34,55.9,5.57
7779,1112,L,42.37,50.34,7.97
7780,1112,S,38.33,42.37,4.04
7781,1112,M,28.58,38.33,9.75
7782,1112,C,14.33,28.58,14.25
7783,1112,A,8.24,14.33,6.09
7784,1112,K,5.24,8.24,3.0
7785,1113,R,50.35,55.93,5.58
7786,1113,L,42.38,50.35,7.97
7787,1113,S,38.34,42.38,4.05
7788,1113,M,28.58,38.34,9.75
7789,1113,C,14.29,28.58,14.29
7790,1113,A,8.19,14.29,6.11
7791,1113,K,5.19,8.19,3.0
7792,1114,R,50.37,55.96,5.59
7793,1114,L,42.4,50.37,7.97
7794,1114,S,38.35,42.4,4.05
7795,1114,M,28.59,38.35,9.76
7796,1114,C,14.26,28.59,14.33
7797,1114,A,8.13,14.26,6.12
7798,1114,K,5.13,8.13,3.0
7799,1115,R,50.39,55.99,5.6
7800,1115,L,42.42,50.39,7.97
7801,1115,S,38.36,42.42,4.06
7802,1115,M,28.6,38.36,9.76
7803,1115,C,14.22,28.6,14.38
7804,1115,A,8.08,14.22,6.14
7805,1115,K,5.08,8.08,3.0
7806,1116,R,50.41,56.02,5.61
7807,1116,L,42.44,50.41,7.97
7808,1116,S,38.37,42.44,4.07
7809,1116,M,28.61,38.37,9.77
7810,1116,C,14.19,28.61,14.42
7811,1116,A,8.03,14.19,6.16
7812,1116,K,5.03,8.03,3.0
7813,1117,R,50.43,56.05,5.62
7814,1117,L,42.46,50.43,7.97
7815,1117,S,38.38,42.46,4.08
7816,1117,M,28.62,38.38,9.77
7817,1117,C,14.16,28.62,14.46
7818,1117,A,7.98,14.16,6.17
7819,1117,K,4.98,7.98,3.0
7820,1118,R,50.45,56.08,5.63
7821,1118,L,42.48,50.45,7.97
7822,1118,S,38.4,42.48,4.08
7823,1118,M,28.63,38.4,9.77
7824,1118,C,14.13,28.63,14.5
7825,1118,A,7.94,14.13,6.19
7826,1118,K,4.94,7.94,3.0
7827,1119,R,50.47,56.11,5.65
7828,1119,L,42.5,50.47,7.97
7829,1119,S,38.41,42.5,4.09
7830,1119,M,28.64,38.41,9.77
7831,1119,C,14.1,28.64,14.54
7832,1119,A,7.89,14.1,6.21
7833,1119,K,4.89,7.89,3.0
7834,1120,R,50.49,56.15,5.66
7835,1120,L,42.52,50.49,7.96
7836,1120,S,38.43,42.52,4.1
7837,1120,M,28.65,38.43,9.77
7838,1120,C,14.07,28.65,14.58
7839,1120,A,7.85,14.07,6.22
7840,1120,K,4.85,7.85,3.0
7841,1121,R,50.51,56.18,5.67
7842,1121,L,42.55,50.51,7.96
7843,1121,S,38.44,42.55,4.1
7844,1121,M,28.67,38.44,9.78
7845,1121,C,14.04,28.67,14.62
7846,1121,A,7.8,14.04,6.24
7847,1121,K,4.8,7.8,3.0
7848,1122,R,50.53,56.21,5.68
7849,1122,L,42.57,50.53,7.96
7850,1122,S,38.46,42.57,4.11
7851,1122,M,28.68,38.46,9.78
7852,1122,C,14.02,28.68,14.66
7853,1122,A,7.76,14.02,6.26
7854,1122,K,4.76,7.76,3.0
7855,1123,R,50.55,56.24,5.69
7856,1123,L,42.59,50.55,7.96
7857,1123,S,38.48,42.59,4.11
7858,1123,M,28.7,38.48,9.78
7859,1123,C,14.0,28.7,14.7
7860,1123,A,7.73,14.0,6.27
7861,1123,K,4.73,7.73,3.0
7862,1124,R,50.57,56.27,5.7
7863,1124,L,42.61,50.57,7.96
7864,1124,S,38.5,42.61,4.12
7865,1124,M,28.72,38.5,9.78
7866,1124,C,13.98,28.72,14.74
7867,1124,A,7.69,13.98,6.29
7868,1124,K,4.69,7.69,3.0
7869,1125,R,50.59,56.3,5.71
7870,1125,L,42.64,50.59,7.95
7871,1125,S,38.52,42.64,4.12
7872,1125,M,28.74,38.52,9.78
7873,1125,C,13.96,28.74,14.78
7874,1125,A,7.65,13.96,6.31
7875,1125,K,4.65,7.65,3.0
7876,1126,R,50.61,56.33,5.72
7877,1126,L,42.66,50.61,7.95
7878,1126,S,38.54,42.66,4.13
7879,1126,M,28.76,38.54,9.78
7880,1126,C,13.94,28.76,14.82
7881,1126,A,7.62,13.94,6.32
7882,1126,K,4.62,7.62,3.0
7883,1127,R,50.63,56.37,5.73
7884,1127,L,42.69,50.63,7.95
7885,1127,S,38.56,42.69,4.13
7886,1127,M,28.78,38.56,9.77
7887,1127,C,13.92,28.78,14.86
7888,1127,A,7.59,13.92,6.34
7889,1127,K,4.59,7.59,3.0
7890,1128,R,50.65,56.4,5.74
7891,1128,L,42.71,50.65,7.94
7892,1128,S,38.58,42.71,4.13
7893,1128,M,28.81,38.58,9.77
7894,1128,C,13.91,28.81,14.9
7895,1128,A,7.56,13.91,6.35
7896,1128,K,4.56,7.56,3.0
7897,1129,R,50.68,56.43,5.75
7898,1129,L,42.74,50.68,7.94
7899,1129,S,38.6,42.74,4.14
7900,1129,M,28.83,38.6,9.77
7901,1129,C,13.9,28.83,14.93
7902,1129,A,7.53,13.9,6.37
7903,1129,K,4.53,7.53,3.0
7904,1130,R,50.7,56.46,5.76
7905,1130,L,42.76,50.7,7.94
7906,1130,S,38.62,42.76,4.14
7907,1130,M,28.86,38.62,9.77
7908,1130,C,13.89,28.86,14.97
7909,1130,A,7.5,13.89,6.38
7910,1130,K,4.5,7.5,3.0
7911,1131,R,50.72,56.49,5.77
7912,1131,L,42.79,50.72,7.93
7913,1131,S,38.65,42.79,4.14
7914,1131,M,28.88,38.65,9.76
7915,1131,C,13.88,28.88,15.01
7916,1131,A,7.48,13.88,6.4
7917,1131,K,4.48,7.48,3.0
7918,1132,R,50.74,56.53,5.78
7919,1132,L,42.82,50.74,7.93
7920,1132,S,38.67,42.82,4.14
7921,1132,M,28.91,38.67,9.76
7922,1132,C,13.87,28.91,15.04
7923,1132,A,7.45,13.87,6.42
7924,1132,K,4.45,7.45,3.0
7925,1133,R,50.77,56.56,5.79
7926,1133,L,42.84,50.77,7.92
7927,1133,S,38.7,42.84,4.14
7928,1133,M,28.94,38.7,9.76
7929,1133,C,13.86,28.94,15.08
7930,1133,A,7.43,13.86,6.43
7931,1133,K,4.43,7.43,3.0
7932,1134,R,50.79,56.59,5.8
7933,1134,L,42.87,50.79,7.92
7934,1134,S,38.73,42.87,4.15
7935,1134,M,28.97,38.73,9.75
7936,1134,C,13.86,28.97,15.11
7937,1134,A,7.41,13.86,6.45
7938,1134,K,4.41,7.41,3.0
7939,1135,R,50.81,56.62,5.81
7940,1135,L,42.9,50.81,7.91
7941,1135,S,38.75,42.9,4.15
7942,1135,M,29.0,38.75,9.75
7943,1135,C,13.85,29.0,15.15
7944,1135,A,7.39,13.85,6.46
7945,1135,K,4.39,7.39,3.0
7946,1136,R,50.83,56.66,5.82
7947,1136,L,42.93,50.83,7.91
7948,1136,S,38.78,42.93,4.15
7949,1136,M,29.04,38.78,9.74
7950,1136,C,13.85,29.04,15.18
7951,1136,A,7.38,13.85,6.48
7952,1136,K,4.38,7.38,3.0
7953,1137,R,50.86,56.69,5.83
7954,1137,L,42.96,50.86,7.9
7955,1137,S,38.81,42.96,4.15
7956,1137,M,29.07,38.81,9.74
7957,1137,C,13.85,29.07,15.22
7958,1137,A,7.36,13.85,6.49
7959,1137,K,4.36,7.36,3.0
7960,1138,R,50.88,56.72,5.84
7961,1138,L,42.99,50.88,7.89
7962,1138,S,38.84,42.99,4.15
7963,1138,M,29.11,38.84,9.73
7964,1138,C,13.86,29.11,15.25
7965,1138,A,7.35,13.86,6.51
7966,1138,K,4.35,7.35,3.0
7967,1139,R,50.9,56.75,5.85
7968,1139,L,43.02,50.9,7.89
7969,1139,S,38.87,43.02,4.15
7970,1139,M,29.14,38.87,9.73
7971,1139,C,13.86,29.14,15.28
7972,1139,A,7.34,13.86,6.52
7973,1139,K,4.34,7.34,3.0
7974,1140,R,50.93,56.79,5.86
7975,1140,L,43.05,50.93,7.88
7976,1140,S,38.9,43.05,4.15
7977,1140,M,29.18,38.9,9.72
7978,1140,C,13.86,29.18,15.31
7979,1140,A,7.33,13.86,6.53
7980,1140,K,4.33,7.33,3.0
7981,1141,R,50.95,56.82,5.87
7982,1141,L,43.08,50.95,7.88
7983,1141,S,38.93,43.08,4.14
7984,1141,M,29.22,38.93,9.71
7985,1141,C,13.87,29.22,15.35
7986,1141,A,7.32,13.87,6.55
7987,1141,K,4.32,7.32,3.0
7988,1142,R,50.98,56.85,5.88
7989,1142,L,43.11,50.98,7.87
7990,1142,S,38.96,43.11,4.14
7991,1142,M,29.26,38.96,9.71
7992,1142,C,13.88,29.26,15.38
7993,1142,A,7.32,13.88,6.56
7994,1142,K,4.32,7.32,3.0
7995,1143,R,51.0,56.89,5.89
7996,1143,L,43.14,51.0,7.86
7997,1143,S,39.0,43.14,4.14
7998,1143,M,29.3,39.0,9.7
7999,1143,C,13.89,29.3,15.41
8000,1143,A,7.32,13.89,6.57
8001,1143,K,4.32,7.32,3.0
8002,1144,R,51.02,56.92,5.89
